"","doi","title","authors","author_corresponding","author_corresponding_institution","date","version","license","type","category","abstract","published"
"1200","10.1101/211698","CODEX2: full-spectrum copy number variation detection by high-throughput DNA sequencing","Jiang, Y.; Wang, R.; Urrutia, E.; Anastopoulos, I. N.; Nathanson, K. L.; Zhang, N. R.","Yuchao Jiang","University of North Carolina, Chapel Hill","2018-04-01",3,"2","new results","bioinformatics","High-throughput DNA sequencing enables detection of copy number variations (CNVs) on the genome-wide scale with finer resolution compared to array-based methods, but suffers from biases and artifacts that lead to false discoveries and low sensitivity. We describe CODEX2, a statistical framework for full-spectrum CNV profiling that is sensitive for variants with both common and rare population frequencies and that is applicable to study designs with and without negative control samples. We demonstrate and evaluate CODEX2 on whole-exome and targeted sequencing data, where biases are the most prominent. CODEX2 outperforms existing methods and, in particular, significantly improves sensitivity for common CNVs.","10.1186/s13059-018-1578-y"
"1201","10.1101/279059","Volvox barberi flocks, forming near-optimal, two-dimensional, polydisperse lattice packings","Balasubramanian, R.","Ravi Balasubramanian","Harriton High School","2018-04-01",2,"4","new results","biophysics","Volvox barberi is a multicellular green alga forming spherical colonies of 10000-50000 differentiated somatic and germ cells. Here, I show that these colonies actively self-organize over minutes into \""flocks\"" that can contain more than 100 colonies moving and rotating collectively for hours. The colonies in flocks form two-dimensional, irregular, \""active crystals\"", with lattice angles and colony diameters both following log-normal distributions. Comparison with a dynamical simulation of soft spheres with diameters matched to the Volvox samples, and a weak long-range attractive force, show that the Volvox flocks achieve optimal random close-packing. A dye tracer in the Volvox medium revealed large hydrodynamic vortices generated by colony and flock rotations, providing a likely source of the forces leading to flocking and optimal packing.","NA"
"1202","10.1101/244541","Insect wings and body wall evolved from ancient leg segments","Bruce, H. S.; Patel, N. H.","Heather S Bruce","UC Berkeley","2018-04-01",6,"15","new results","developmental biology","The origin of insect wings has long been debated. Central to this debate is whether wings evolved from an epipod (outgrowth, e.g., a gill) on ancestral crustacean leg segments, or represent a novel outgrowth from the dorsal body wall that co-opted some of the genes used to pattern the epipods. To determine whether wings can be traced to ancestral, pre-insect structures, or arose by co-option, comparisons are necessary between insects and arthropods more representative of the ancestral state, where the hypothesized proximal leg region is not fused to the body wall. To do so, we examined the function of five leg patterning genes in the crustacean Parhyale hawaiensis and compared this to previous functional data from insects. By comparing gene knockout phenotypes of leg patterning genes in a crustacean with those of insects, we show that two ancestral crustacean leg segments were incorporated into the insect body, moving the legs epipod dorsally, up onto the back to form insect wings. Thus, our data shows that much of the body wall of insects, including the entire wing, is derived from these two ancestral proximal leg segments. This model explains all observations in favor of either the body wall origin or proximal leg origin of insect wings. Thus, our results show that insect wings are not novel structures, but instead evolved from existing, ancestral structures.\n\nOne Sentence SummaryCRISPR-Cas9 knockout of leg gap genes in a crustacean reveals that insect wings are not novel structures, they evolved from crustacean leg segments","NA"
"1203","10.1101/292474","Widespread noncoded amino acids in human proteome","Yang, J.-H.; Chen, X.; Gong, J.; Zhao, H.; Li, C.; Bi, B.; Wang, F.; Sun, S.; Wang, X.; Lv, X.; Zhang, B.; Huang, T.; Azadzoi, K.; Shi, F.; Kong, X.; Shu, M.; Wang, Y.; Chin, Y. E.; Huang, W.; Chen, Z.; Chen, Z.-J.","Zhinan Chen","The Fourth Military Medical University","2018-04-01",3,"15","new results","molecular biology","Proteins are usually deciphered by translation of the coding genome; however, their amino acid residues are seldom determined directly across the proteome. Herein, we describe a systematic workflow for identifying all possible protein residues that differ from the coding genome, termed noncoded amino acids (ncAAs). By measuring the mass differences between the coding amino acids and the actual protein residues in human spermatozoa, over a million nonzero delta masses were detected, fallen into 424 high-quality Gaussian clusters and 571 high-confidence ncAAs spanning 29,053 protein sites. Most ncAAs are novel with unresolved side-chains and discriminative between healthy individuals and patients with oligoasthenospermia. For validation, 40 out of 98 ncAAs that matched with amino acid substitutions were confirmed by exon sequencing. This workflow revealed the widespread existence of previously unreported ncAAs in the sperm proteome, which represents a new dimension on the understanding of amino acid polymorphisms at the proteomic level.\n\nHighlightsO_LI571 ncAAs spanning 108,000 protein sites were identified in human sperm proteome.\nC_LIO_LIMost ncAAs are novel with unresolved sidechains and found at unreported protein sites.\nC_LIO_LIExon sequencing confirmed 40 of 98 ncAAs that matched with amino acid substitutions.\nC_LIO_LIMany ncAAs are linked with disease and have potential for diagnosis and targeting.\nC_LI\n\neTOC BlurbWe describe a systematic identification of all possible protein residues that were not encoded by their genomic sequences. A total of 571 high-confidence most novel noncoded amino acids were identified in human sperm proteome, corresponding to over 108,000 ncAA-containing protein sites. For validation, 40 out of 98 ncAAs that matched to amino acid substitutions were confirmed by exon sequencing. These ncAAs are discriminative between individuals and expand our understanding of amino acid polymorphisms in human proteomes and diseases.","NA"
"1204","10.1101/292896","Polygonal motion and adaptable phototaxis via flagellar beat switching in Euglena gracilis","Tsang, A. C. H.; Lam, A. T.; Riedel-Kruse, I. H.","Ingmar H. Riedel-Kruse","Stanford University","2018-04-01",2,"15","new results","biophysics","Biological microswimmers exhibit versatile strategies for sensing and navigating their environment 1-7, e.g., run-and-tumble 2 and curvature modulation 3. Here we report a striking behavior of Euglena gracilis, where Euglena cells swim in polygonal trajectories due to exposure to increasing light intensities. While smoothly curved trajectories are common for microswimmers 3, 8, such quantized ones have not been reported previously. This polygonal behavior emerges from periodic switching between the flagellar beating patterns of helical swimming 6, 9 and spinning 10 behaviors. We develop and experimentally validate a biophysical model that describes the phase relationship between the eyespot, cell orientation, light detection, and cellular reorientation, that accounts for all three behavioral states. Coordinated switching between these behaviors allows ballistic, superdiffusive, diffusive, or subdiffusive motion 11,12 (i.e., the tuning of the diffusion constant over 3 orders of magnitude) and enables navigation in structured light fields, e.g., edge avoidance and gradient descent. This feedback-control links multiple system scales (flagellar beats, cellular behaviors, phototaxis strategies) with implications for other natural and synthetic microswimmers 13.","NA"
"1205","10.1101/188706","A High-Throughput Pipeline Identifies Robust Connectomes But Troublesome Variability","Kiar, G.; Bridgeford, E.; Roncal, W. G.; Consortium for Reliability and Reproducibliity (CoRR),  ; Chandrashekhar, V.; Mhembere, D.; Ryman, S.; Zuo, X.-N.; Marguiles, D. S.; Craddock, R. C.; Priebe, C. E.; Jung, R.; Calhoun, V.; Caffo, B.; Burns, R.; Milham, M. P.; Vogelstein, J.","Joshua Vogelstein","Johns Hopkins Univeristy","2018-04-01",5,"1","new results","neuroscience","Modern scientific discovery depends on collecting large heterogeneous datasets with many sources of variability, and applying domain-specific pipelines from which one can draw insight or clinical utility. For example, macroscale connectomics studies require complex pipelines to process raw functional or diffusion data and estimate connectomes. Individual studies tend to customize pipelines to their needs, raising concerns about their reproducibility, which add to a longer list of factors that may differ across studies and result in failures to replicate (including sampling, experimental design, and data acquisition protocols). Mitigating these issues requires multi-study datasets and the development of pipelines that can be applied across them. We developed NeuroDatas MRI to Graphs (NDMG) pipeline using several functional and diffusion studies, including the Consortium for Reliability and Reproducability, to estimate connectomes. Without any manual intervention or parameter tuning, NDMG ran on 25 different studies ({approx}6,000 scans) from 19 sites, with each scan resulting in a biologically plausible connectome (as assessed by multiple quality assurance metrics at each processing stage). For each study, the connectomes from NDMG are more similar within than across individuals, indicating that NDMG is preserving biological variability. Moreover, the connectomes exhibit near perfect consistency for certain connectional properties across every scan, individual, study, site and modality; these include stronger ipsilateral than contralateral connections and stronger homotopic than heterotopic connections. Yet, the magnitude of the differences varied across individuals and studies--much more so when pooling data across sites, even after controlling for study, site, and basic demographic variables (i.e., age, sex, and ethnicity). This indicates that other experimental variables (possibly those not measured or reported) are contributing to this variability, which if not accounted for can limit the value of aggregate datasets, as well as expectations regarding the accuracy of findings and likelihood of replication. We therefore provide a set of principles to guide the development of pipelines capable of pooling data across studies while maintaining biological variability and minimizing measurement error. This open science approach provides us with an opportunity to understand and eventually mitigate spurious results for both past and future studies.","NA"
"1206","10.1101/291807","Locality Sensitive Imputation for Single-Cell RNA-Seq Data","Moussa, M.; Mandoiu, I.","Marmar Moussa","University of Connecticut","2018-04-01",2,"4","new results","bioinformatics","One of the most notable challenges in single cell RNA-Seq data analysis is the so called drop-out effect, where only a fraction of the transcriptome of each cell is captured. The random nature of drop-outs, however, makes it possible to consider imputation methods as means of correcting for drop-outs. In this paper we study some existing scRNA-Seq imputation methods and propose a novel iterative imputation approach based on efficiently computing highly similar cells. We then present the results of a comprehensive assessment of existing and proposed methods on real scRNA-Seq datasets with varying per cell sequencing depth.","10.1089/cmb.2018.0236"
"1207","10.1101/290296","The cellular NMD pathway restricts Zika virus infection and is targeted by the viral capsid protein","Fontaine, K. A.; Leon, K. E.; Khalid, M. M.; Jimenez-Morales, D.; Dunlap, M.; Kaye, J. A.; Shah, P. S.; Finkbeiner, S.; Krogan, N. J.; Ott, M.","Melanie Ott","The Gladstone Institutes, University of California, San Francisco","2018-04-01",2,"15","new results","microbiology","Zika virus (ZIKV) infection of neural progenitor cells (NPCs) in utero is associated with neurological disorders, such as microcephaly1, but a detailed molecular understanding of ZIKV-induced pathogenesis is lacking. Here we show that in vitro ZIKV infection of human cells, including NPCs, causes disruption of the nonsense-mediated mRNA decay (NMD) pathway. NMD is a cellular mRNA surveillance mechanism that is required for normal brain size in mice2-4. Using affinity purification-mass spectrometry, we identified multiple cellular NMD factors that bind to the viral capsid protein, including the central NMD regulator up-frameshift protein 1 (UPF1)5. Endogenous UPF1 interacted with the viral capsid protein in co-immunoprecipitation experiments and capsid expression post-transcriptionally downregulated UPF1, a process that we confirmed occurs during de novo ZIKV infection. A further decrease in UPF1 levels by RNAi significantly enhanced ZIKV infection in NPC cultures. We therefore propose that ZIKV, via the capsid protein, has evolved a strategy to dampen antiviral activities of NMD6,7, which subsequently contributes to neuropathology in vivo.","10.1128/mbio.02126-18"
"1208","10.1101/293068","Co-expression of MDM2 and CDK4 in transformed human mesenchymal stem cells induces dedifferentiated liposarcoma potency","Kim, Y. J.; Sung, M.; Yu, D. B.; Kim, M.; Song, J.-Y.; Song, K.; Jung, K.; Choi, Y.","Yoonla Choi","Samsung Medical Center, Sungkyunkwan University School of Medicine","2018-04-01",1,"15","new results","cancer biology","Amplification and overexpression of MDM2 and CDK4 are well-known diagnostic criteria of well-differentiated liposarcoma (WDLPS)/dedifferentiated liposarcoma (DDLPS). Although it was reported that depletion of MDM2 or CDK4 decreased proliferation in DDLPS cell lines, it remains unclear whether MDM2 and CDK4 induce WDLPS/DDLPS tumorigenesis. We examined whether MDM2 and/or CDK4 produce WDLPS/DDLPS using transformed human bone marrow stem cells (BMSCs), 2H and 5H, with five oncogenic hits (overexpression of hTERT, TP53 degradation, RB inactivation, c-MYC stabilization, and overexpression of HRASv12). In vitro functional experiments revealed that co-overexpression of MDM2 and CDK4 plays key roles in tumorigenesis by increasing cell growth and migration and inhibiting adipogenic differentiation potency compared to sole expression of MDM2 or CDK4. Using mouse xenograft models, we found that co-overexpression of MDM2 and CDK4 in 5H cells with five additional oncogenic mutations can develop proliferative DDLPS in vivo. Our results suggest that co-overexpression of MDM2 and CDK4 induces DDLPS tumour potency in transformed human BMSCs by accelerating cell growth and migration and blocking adipogenetic potential incooperation with multiple genetic factors.","NA"
"1209","10.1101/293209","A conserved Lkb1 signaling axis modulates TORC2 signaling in budding yeast","Kellogg, D.; Lucena, R.; Alcaide-Gavilan, M.; Schubert, K.; Artiles, K.; Zapata, J.","Douglas Kellogg","University of California Santa Cruz","2018-04-01",1,"15","new results","cell biology","Nutrient availability, growth rate and cell size are closely linked. For example, in budding yeast, the rate of cell growth is proportional to nutrient availability, cell size is proportional to growth rate, and growth rate is proportional to cell size. Thus, cells grow slowly in poor nutrients and are nearly half the size of cells growing in rich nutrients. Moreover, large cells grow faster than small cells. A signaling network that surrounds Tor kinase complex 2 (TORC2) plays an important role in enforcing these proportional relationships. Cells that lack components of the TORC2 network fail to modulate their growth rate or size in response to changes in nutrient availability. Here, we show that budding yeast homologs of the Lkb1 tumor suppressor kinase are required for normal modulation of TORC2 signaling and in response to changes in carbon source. Lkb1 kinases activate Snf1/AMPK to initiate transcription of genes required for utilization of poor carbon sources. However, Lkb1 influences TORC2 signaling via a novel pathway that is independent of Snf1/AMPK. Of the three Lkb1 homologs in budding yeast, Elm1 plays the most important role in modulating TORC2. Elm1 activates a pair of related kinases called Gin4 and Hsl1. Previous work found that loss of Gin4 and Hsl1 causes cells to undergo unrestrained growth during a prolonged mitotic arrest, which suggests that play a role in linking cell cycle progression to cell growth. We found that Gin4 and Hsl1 also control the TORC2 network. In addition, Gin4 and Hsl1 are themselves influenced by signals from the TORC2 network, consistent with previous work showing that the TORC2 network constitutes a feedback loop. Together, the data suggest a model in which the TORC2 network sets growth rate in response to carbon source, while also relaying signals via Gin4 and Hsl1 that set the critical amount of growth required for cell cycle progression. This kind of close linkage between control of cell growth and size would suggest a simple mechanistic explanation for the proportional relationship between cell size and growth rate.","10.1534/genetics.118.301296"
"1210","10.1101/293217","Cytokinin treatment of rice induces minimal effect on differential splicing compared to splicing between tissues","Freese, N.; Estrada, A. D.; Blakley, I. C.; Duan, J.; Loraine, A.","Ann Loraine","University of North Carolina at Charlotte","2018-04-01",1,"15","new results","molecular biology","Alternatively spliced genes produce multiple spliced isoforms, called transcript variants. In differential alternative splicing, the relative abundance of transcript variants differs across sample types. Differential alternative splicing is common in animal systems and influences cellular development in many processes, but its extent and significance is not as well known in plants. To investigate alternative splicing in plants, we examined rice seedling RNA-Seq data that included approximately 40 million sequence alignments per library, three libraries per sample type, and four sample types: roots and shoots, each treated with exogenous cytokinin delivered hydroponically, plus mock-treated controls. Cytokinin treatment triggered expression changes in thousands of genes, but had minimal effect on alternative splicing. However, there were many splicing differences between roots and shoots. Analysis of a similar (but less deeply sequenced) mRNA-Seq data set from Arabidopsis showed the same pattern. Quantitative fragment analysis of reverse transcriptase-PCR products made from newly prepared rice samples confirmed nine of ten differential splicing events between rice roots and shoots. In both the Arabidopsis and rice mRNA-Seq data sets, most genes annotated as alternatively spliced had small minor variant frequencies, i.e., the less frequently observed forms were supported by fewer than 20% of informative mRNA-Seq sequences. Of splicing choices where there was more abundant support for minor forms, most alternative splicing events were located within the protein-coding sequence and also maintained the annotated reading frame. A tool for visualizing protein annotations in the context of genomic sequence (ProtAnnot) together with a genome browser (Integrated Genome Browser) were used to visualize and assess effects of differential splicing on gene function. In general, differentially spliced regions coincided with conserved regions in the encoded proteins, indicating that differential alternative splicing is likely to affect protein function between root and shoot tissue in rice.","10.1002/pld3.136"
"1211","10.1101/292847","Association mapping identified novel candidate loci affecting wood formation in Norway spruce","Baison, J.; Vidalis, A.; Zhou, L.; Chen, Z.-Q.; Li, Z.; Sillanpää, M. J.; Bernahrdsson, C.; Scofield, D. G.; Forsberg, N.; Olsson, L.; Karlsson, B.; Wu, H.; Ingvarsson, P. K.; Lundqvist, S.-O.; Niittylä, T.; Garcia Gil, R. M.","Rosario M Garcia Gil","Swedish University of Agricultural Science","2018-04-01",1,"1","new results","genetics","[tpltrtarr] Norway spruce (Picea abies) is an important boreal forest tree species of significant ecological and economic importance. Hence there is a strong imperative to dissect the genetics controlling important wood quality traits in the species.\n[tpltrtarr]We performed a functional genome-wide association mapping of 17 wood traits in Norway spruce using 178101 single-nucleotide polymorphisms (SNPs) generated from exome genotyping of 517 mother trees. The wood traits were defined using functional modelling of wood properties across annual growth rings.\n[tpltrtarr]Association mapping was performed using a multilocus LASSO penalized regression method and we detected a total of 51 significant SNPs from 39 candidate genes that are involved in wood formation.\n[tpltrtarr]Our study represents the first functional multi-locus genome-wide association mapping (AM) in Norway spruce. The results advance our understanding of the genetics influencing wood traits, identify novel candidate genes for further functional studies and support current Norway spruce breeding efforts.","NA"
"1212","10.1101/293167","Chronic exposure to a neonicotinoid pesticide and a synthetic pyrethroid in full-sized honey bee colonies","Odemer, R.; Rosenkranz, P.","Richard Odemer","University of Hohenheim","2018-04-01",1,"4","new results","zoology","In the last decade, the use of neonicotinoid insecticides increased significantly in the agricultural landscape and meanwhile considered a risk to honey bees. Besides the exposure to pesticides, colonies are treated frequently with various acaricides that beekeepers are forced to use against the parasitic mite Varroa destructor. Here we have analyzed the impact of a chronic exposure to sublethal concentrations of the common neonicotinoid thiacloprid (T) and the widely used acaricide {tau}-fluvalinate (synthetic pyrethroid, F) - applied alone or in combination - to honey bee colonies under field conditions. The population dynamics of bees and brood were assessed in all colonies according to the Liebefeld method. Four groups (T, F, F+T, control) with 8-9 colonies each were analyzed in two independent replications, each lasting from spring/summer until spring of the consecutive year. In late autumn, all colonies were treated with oxalic acid against Varroosis. We could not find a negative impact of the chronic neonicotinoid exposure on the population dynamics or overwintering success of the colonies, irrespective of whether applied alone or in combination with {tau}-fluvalinate. This is in contrast to some results obtained from individually treated bees under laboratory conditions and confirms again an effective buffering capacity of the honey bee colony as a superorganism. Yet, the underlying mechanisms for this social resilience remain to be fully understood.","10.1080/00218839.2019.1675337"
"1213","10.1101/189969","On mechanisms of Transcranial Magnetic Stimulation (TMS): How brain state and baseline performance level determine behavioral effects of TMS","Silvanto, J.; Bona, S.; Marelli, M.; Cattaneo, Z.","Juha Silvanto","University of Westminster","2018-04-02",2,"4","new results","neuroscience","The behavioral effects of Transcranial Magnetic Stimulation (TMS) can change qualitatively when stimulation is preceded by initial state manipulations such as priming or adaptation. In addition, baseline performance level of the participant has been shown to play a role in modulating the impact of TMS. Here we examined the link between these two. This was done using data from a previous study using a TMS-priming paradigm, in which, at group level, TMS selectively facilitated targets incongruent with the prime while having no statistically significant effects on other prime-target congruencies. Correlation and linear mixed-effects analyses indicated that, for all prime-target congruencies, a significant linear relationship between baseline performance and the magnitude of the induced TMS effect was present: low levels of baseline performance were associated with TMS-induced facilitations and high baseline performance with impairments. Thus as performance level increased, TMS effects turned from facilitation to impairment. The key finding was that priming shifted the transition from facilitatory to disruptive effects for targets incongruent with the prime, such that TMS-induced facilitations were obtained until a higher level of performance than for other prime-target congruencies. Given that brain state manipulations such as priming operate via modulations of neural excitability, this result is consistent with the view that neural excitability, coupled with nonlinear neural effects, underlie behavioral effects of TMS.","10.3389/fpsyg.2018.00741"
"1214","10.1101/259390","MVP: predicting pathogenicity of missense variants by deep learning","Qi, H.; Chen, C.; Zhang, H.; Long, J. J.; Chung, W. K.; Guan, Y.; Shen, Y.","Yufeng Shen","Columbia University","2018-04-02",2,"4","new results","bioinformatics","Accurate pathogenicity prediction of missense variants is critical to improve power in genetic studies and accurate interpretation in clinical genetic testing. Here we describe a new prediction method, MVP, which uses a deep learning approach to leverage large training data sets and many correlated predictors. Using cancer mutation hotspots and de novo germline mutations from developmental disorders for benchmarking, MVP achieved better performance in prioritizing pathogenic missense variants than previous methods.","NA"
"1215","10.1101/280008","National Database of Health Insurance Claims and Specific Health Checkups of Japan (NDB): Outline and Patient-Matching Technique","Kubo, S.; Noda, T.; Myojin, T.; Nishioka, Y.; Higashino, T.; Matsui, H.; Kato, G.; Imamura, T.","Shinichiro Kubo","Department of Public Heath, Health Management and Policy, Nara Medical University","2018-04-02",2,"4","new results","epidemiology","BackgroundThe National Database of Health Insurance Claims and Specific Health Checkups of Japan (NDB) is a comprehensive database of health insurance claims data under Japans National Health Insurance system. The NDB uses two types of personal identification variables (referred to in the database as \""ID1\"" and \""ID2\"") to link the insurance claims of individual patients. However, the information entered against these ID variables is prone to change for several reasons, such as when claimants find or change employment, or due to variations in the spelling of their name. In the present study, we developed a new patient-matching technique that improves upon the existing system of using ID1 and ID2 variables. We also sought to validate a new personal ID variable (ID0) that we propose in order to enhance the efficiency of patient matching in the NDB database.\n\nMethodsOur study targeted data from health insurance claims filed between April 2013 and March 2016 for hospitalization, combined diagnostic procedures, outpatient treatment, and dispensing of prescription medication. We developed a new patient-matching algorithm based on the ID1 and ID2 variables, as well as variables for treatment date and clinical outcome. We then attempted to validate our algorithm by comparing the number of patients identified by patient matching with the current ID1 variable and our proposed ID0 variable against the estimated patient population as of 1 October 2015.\n\nResultsThe numbers of patients in each sex and age group that were identified with the ID0 variable were lower than those identified using the ID1 variable. By using the ID0 variable, we were able to reduce the number of duplicate records for male and female patients by 5.8% and 6.4%, respectively. The numbers of children, adults older than 75 years, and women of reproductive age identified using the ID1 patient-matching variable were all higher than their corresponding estimates. Conversely, the numbers of these patients identified with the ID0 patient-matching variable were all within their corresponding estimates.\n\nConclusionOur findings show that the proposed ID0 variable delivers more precise patient-matching results than the existing ID1 variable. The ID0 variable is currently the best available technique for patient matching in the NDB database. Future patient population estimates should therefore rely on the ID0 variable instead of the ID1 variable.","NA"
"1216","10.1101/205849","Distinct Epigenomic Patterns Are Associated with Haploinsufficiency and Predict Risk Genes of Developmental Disorders","Han, X.; Chen, S.; Flynn, E. D.; Wu, S.; Wintner, D.; Shen, Y.","Yufeng Shen","Columbia University","2018-04-02",3,"3","new results","genomics","Haploinsufficiency is a major mechanism of genetic risk in developmental disorders. Accurate prediction of haploinsufficient genes is essential for prioritizing and interpreting deleterious variants in genetic studies. Current methods based on mutation intolerance in population data suffer from inadequate power for genes with short transcripts. Here we showed haploinsufficiency is strongly associated with epigenomic patterns, and then developed a new computational method (Episcore) to predict haploinsufficiency from epigenomic data from a broad range of tissue and cell types using machine learning methods. Based on data from recent exome sequencing studies of developmental disorders, Episcore achieved better performance in prioritizing loss of function de novo variants than current methods. We further showed that Episcore was less biased with gene size, and was complementary to mutation intolerance metrics for prioritizing loss of function variants. Our approach enables new applications of epigenomic data and facilitates discovery and interpretation of novel risk variants in studies of developmental disorders.","10.1038/s41467-018-04552-7"
"1217","10.1101/287516","Comparable affinity of RabGDIα for GTP- and GDP-bound forms of Rab7 supports a four-state transition model for Rab7 subcellular localization","Kanemitsu, A. F.; Morishita, S.; Kjaer, S.; Fukuda, M.; Schiavo, G.; Nakamura, T.","Takeshi Nakamura","Tokyo University of Science","2018-04-02",2,"4","new results","cell biology","Endolysosomal system is linked to almost all aspects of cell life and diseases, and Rab7 occupies a critical node in this crucial pathway. However, there have been conflicting views about the exact role of Rab7 in membrane trafficking, since some studies have reported that Rab7 regulates the trafficking from early to late endosomes, while others highlighted its role in late endosomes to lysosomes progression. In the present study, we have revisited this issue from a new viewpoint. In COS-7 cells, a GDP-bound Rab7 mutant, T22N, was located to vesicular membranes as well as in cytoplasm. Similarly, the GTPase-deficient Q67L mutant of Rab7 resided in cytoplasm as well as on membranes. Additionally, we found that RabGDI interacted with both GTP- and GDP-bound forms of Rab7 in vitro. These results have prompted us to propose a four-state transition model for Rab7. This four-state model matches with our recent findings that Rab7 was initially recruited to macropinosomes in a GDP-bound inactive form and subsequently became activated during endocytic maturation in EGF-stimulated COS-7 cells.","NA"
"1218","10.1101/292151","An ultra-dense haploid genetic map for evaluating the highly fragmented genome assembly of Norway spruce (Picea abies)","Bernhardsson, C.; Vidalis, A.; Wang, X.; Scofield, D. G.; Shiffthaler, B.; Baison, J.; Street, N. R.; Garcia Gil, M. R.; Ingvarsson, P. K.","Carolina Bernhardsson","Umeå University","2018-04-02",2,"1","new results","genetics","Norway spruce (Picea abies (L.) Karst.) is a conifer species of substanital economic and ecological importance. In common with most conifers, the P. abies genome is very large ([~]20 Gbp) and contains a high fraction of repetitive DNA. The current P. abies genome assembly (v1.0) covers approximately 60% of the total genome size but is highly fragmented, consisting of >10 million scaffolds. The genome annotation contains 66,632 gene models that are at least partially validated (www.congenie.org), however, the fragmented nature of the assembly means that there is currently little information available on how these genes are physically distributed over the 12 P. abies chromosomes. By creating an ultra-dense genetic linkage map, we anchored and ordered scaffolds into linkage groups, which complements the fine-scale information available in assembly contigs. Our ultra-dense haploid consensus genetic map consists of 21,056 markers derived from 14,336 scaffolds that contain 17,079 gene models (25.6% of the validated gene models) that we have anchored to the 12 linkage groups. We used data from three independent component maps, as well as comparisons with previously published Picea maps to evaluate the accuracy and marker ordering of the linkage groups. We demonstrate that approximately 3.8% of the anchored scaffolds and 1.6% of the gene models covered by the consensus map have likely assembly errors as they contain genetic markers that map to different regions within or between linkage groups. We further evaluate the utility of the genetic map for the conifer research community by using an independent data set of unrelated individuals to assess genome-wide variation in genetic diversity using the genomic regions anchored to linkage groups. The results show that our map is sufficiently dense to enable detailed evolutionary analyses across the P. abies genome.","10.1534/g3.118.200840"
"1219","10.1101/016683","Distributed Bayesian Networks Reconstruction on the Whole Genome Scale","Frolova, A.; Wilczynski, B.","Alina Frolova","Institute of Molecular Biology and Genetics of NASU","2018-04-02",2,"4","new results","bioinformatics","BackgroundBayesian networks are directed acyclic graphical models widely used to represent the probabilistic relationships between random variables. They have been applied in various biological contexts, including gene regulatory networks and protein-protein interactions inference. Generally, learning Bayesian networks from experimental data is NP-hard, leading to widespread use of heuristic search methods giving suboptimal results. However, in cases when the acyclicity of the graph can be externally ensured, it is possible to find the optimal network in polynomial time. While our previously developed tool BNFinder implements polynomial time algorithm, reconstructing networks with the large amount of experimental data still leads to computations on single CPU growing exceedingly.\n\nResultsIn the present paper we propose parallelized algorithm designed for multi-core and distributed systems and its implementation in the improved version of BNFinder - tool for learning optimal Bayesian networks. The new algorithm has been tested on different simulated and experimental datasets showing that it has much better efficiency of parallelization than the previous version. BNFinder gives comparable results in terms of accuracy with respect to current state-of-the-art inference methods, giving significant advantage in cases when external information such as regulators list or prior edge probability can be introduced.\n\nConclusionsWe show that the new method can be used to reconstruct networks in the size range of thousands of genes making it practically applicable to whole genome datasets of prokaryotic systems and large components of eukaryotic genomes. Our benchmarking results on realistic datasets indicate that the tool should be useful to wide audience of researchers interested in discovering dependencies in their large-scale transcriptomic datasets.","10.7717/peerj.5692"
"1220","10.1101/292946","Antibody-based vaccine for tuberculosis: validation in horse foals challenged with the TB-related pathogen Rhodococcus equi","Cywes-Bentley, C.; Rocha, J. N.; Bordin, A. I.; Vinacur, M.; Rehman, S.; Zaidi, T. S.; Meyer, M.; Anthony, S.; Lambert, M.; Vlock, D. R.; Giguere, S.; Cohen, N. D.; Pier, G. B.","Gerald B. Pier","Harvard Medical School","2018-04-02",2,"15","new results","immunology","Immune correlates for protection against Mycobacterium tuberculosis (Mtb) infection and other intracellular pathogens are largely undetermined. Whether there is a role for antibody-mediated immunity is controversial. Rhodococcus equi is an intracellular pathogen causing severe pneumonia in young horse foals, eliciting a disease with many similarities to TB including intracellular residence, formation of granulomas and induction of severe respiratory distress. No purified vaccine antigens exist for R. equi or Mtb infections. Both express the microbial surface polysaccharide antigen poly-N-acetyl glucosamine (PNAG). Vaccination of pregnant mares with a synthetic PNAG oligosaccharide conjugated to tetanus toxoid elicited antibody that transferred to foals via colostrum and provided nearly complete protection against R. equi pneumonia in a randomized, controlled, blinded challenge trial. Infusion of PNAG-hyperimmune plasma protected 100% of foals against R. equi pneumonia. Vaccination induced opsonic antibodies that killed extracellular and intracellular R. equi and other intracellular pathogens. Killing of intracellular organisms was dependent on antibody recognition of surface expression of PNAG on infected macrophages, complement deposition and PMN-assisted lysis of infected macrophages. Protection also correlated with PBMC release of interferon-{gamma} in response to PNAG. Antibody-mediated opsonic killing and interferon-{gamma} release in response to PNAG may protect against disease caused by intracellular bacterial pathogens.","10.1371/journal.ppat.1007160"
