"","doi","title","authors","author_corresponding","author_corresponding_institution","date","version","license","type","category","abstract","published"
"502","10.1101/2020.03.18.997833","Scleraxis is required for the growth of adult tendons in response to mechanical loading","Gumucio, J. P.; Schonk, M. M.; Kharaz, Y. A.; Comerford, E.; Mendias, C. L.","Christopher L Mendias","Hospital for Special Surgery","2020-04-18",2,"cc_no","new results","cell biology","Scleraxis is a basic helix-loop-helix transcription factor that plays a central role in promoting tenocyte proliferation and matrix synthesis during embryonic tendon development. However, the role of scleraxis in the growth and adaptation of adult tendons is not known. We hypothesized that scleraxis is required for tendon growth in response to mechanical loading, and that scleraxis promotes the specification of progenitor cells into tenocytes. We conditionally deleted scleraxis in adult mice using a tamoxifen-inducible Cre-recombinase expressed from the Rosa26 locus (Scx{Delta}), and then induced tendon growth in Scx+ and Scx{Delta} adult mice via plantaris tendon mechanical overload. Compared to the wild type Scx+ group, Scx{Delta} mice demonstrated blunted tendon growth. Transcriptional and proteomic analyses revealed significant reductions in cell proliferation, protein synthesis, and extracellular matrix genes and proteins. Our results indicate that scleraxis is required for mechanically-stimulated adult tendon growth by causing the commitment of CD146+ pericytes into the tenogenic lineage, and by promoting the initial expansion of newly committed tenocytes and the production of extracellular matrix proteins.","NA"
"503","10.1101/2020.04.16.045740","Towards optimal sampling design for spatial capture-recapture","Dupont, G.; Royle, J.; Nawaz, M. A.; Sutherland, C.","Chris Sutherland","University of Massachussetts - Amherst","2020-04-18",2,"cc0","new results","ecology","Spatial capture-recapture (SCR) has emerged as the industry standard for analyzing observational data to estimate population size by leveraging information from spatial locations of repeat encounters of individuals. The resulting precision of density estimates depends fundamentally on the number and spatial configuration of traps. Despite this knowledge, existing sampling design recommendations are heuristic and their performance remains untested for most practical applications - i.e., spatially-structured and logistically challenging landscapes. To address this issue, we propose a genetic algorithm that minimizes any sensible, criteria-based objective function to produce near-optimal sampling designs. To motivate the idea of optimality, we compare the performance of designs optimized using two model-based criteria related to the probability of capture. We use simulation to show that these designs out-perform those based on existing recommendations in terms of bias, precision, and accuracy in the estimation of population size. Our approach allows conservation practitioners and researchers to generate customized sampling designs that can improve monitoring of wildlife populations.","NA"
"504","10.1101/442830","Ecology and the diversification of reproductive strategies in viviparous fishes","Tobler, M.; Culumber, Z.","Michael Tobler","Kansas State University","2020-04-18",3,"","new results","evolutionary biology","Shifts in life history evolution can potentiate sexual selection and speciation. However, we rarely understand the causative links between correlated patterns of diversification or the tipping points that initiate changes with cascading effects. We investigated livebearing fishes with repeated transitions from pre- (lecithotrophy) to post-fertilization maternal provisioning (matrotrophy) to identify the potential ecological drivers of evolutionary transitions in life history. Phylogenetic comparative analyses across 94 species revealed that bi-directional evolution along the lecithotrophy-matrotrophy continuum is correlated with ecology, supporting adaptive hypotheses of life history diversification. Consistent with theory, matrotrophy was associated with high resource availability and low competition. Our results suggest that ecological sources of selection contribute to the diversification of female provisioning strategies in livebearing fishes, which have been associated with macroevolutionary patterns of sexual selection and speciation.","NA"
"505","10.1101/2020.02.24.959916","Convergent evolution of conserved mitochondrial pathways underlies repeated adaptation to extreme environments","Greenway, R.; Barts, N.; Henpita, C.; Brown, A. P.; Arias-Rodriguez, L.; Rodriguez Pena, C. M.; Arndt, S.; Lau, G. Y.; Murphy, M. P.; Wu, L.; Lin, D.; Shaw, J. H.; Kelley, J. L.; Tobler, M.","Michael Tobler","Kansas State University","2020-04-18",2,"cc_no","new results","evolutionary biology","Extreme environments test the limits of life; yet, some organisms thrive in harsh conditions. Extremophile lineages inspire questions about how organisms can tolerate physiochemical stressors and whether the repeated colonization of extreme environments is facilitated by predictable and repeatable evolutionary innovations. We identified the mechanistic basis underlying convergent evolution of tolerance to hydrogen sulfide (H2S)--a toxicant that impairs mitochondrial function--across evolutionarily independent lineages of a fish (Poecilia mexicana, Poeciliidae) from H2S-rich springs. Using comparative biochemical and physiological analyses, we found that mitochondrial function is maintained in the presence of H2S in sulfide spring P. mexicana, but not ancestral lineages from nonsulfidic habitats, due to convergent adaptations in the primary toxicity target and a major detoxification enzyme. Genome-wide local ancestry analyses indicated that convergent evolution of increased H2S tolerance in different populations is likely caused by a combination of selection on standing genetic variation and de novo mutations. At a macroevolutionary scale, H2S tolerance in 10 independent lineages of sulfide spring fishes across multiple genera of Poeciliidae is correlated with the convergent modification and expression changes of genes associated with H2S toxicity and detoxification. Our results demonstrate that the modification of highly conserved physiological pathways associated with essential mitochondrial processes mediates tolerance to physiochemical stress. In addition, the same pathways, genes, and--in some instances--codons are implicated in H2S adaptation in lineages that span 40 million years of evolution.

Significance StatementSome organisms can tolerate environments lethal for most others, but we often do not know what adaptations allow them to persist and whether the same mechanisms underly adaptation in different lineages exposed to the same stressors. Investigating fish inhabiting springs rich in toxic hydrogen sulfide (H2S), we show that tolerance is mediated by the modification of pathways that are inhibited by H2S and those that can detoxify it. Sulfide spring fishes across multiple genera have evolved similar modifications of toxicity targets and detoxification pathways, despite abundant lineage-specific variation. Our study highlights how constraints associated with the physiological consequences of a stressor limit the number of adaptive solutions and lead to repeatable evolutionary outcomes across organizational and evolutionary scales.","NA"
"506","10.1101/850644","Evolutionary Stalling and a Limit on the Power of Natural Selection to Improve a Cellular Module","Venkataram, S.; Monasky, R.; Sikaroodi, S. H.; Kryazhimskiy, S.; Kacar, B.","Betul Kacar","University of Arizona","2020-04-18",3,"cc_by_nc","new results","evolutionary biology","Cells consist of molecular modules which perform vital biological functions. Cellular modules are key units of adaptive evolution because organismal fitness depends on their performance. Theory shows that in rapidly evolving populations, such as those of many microbes, adaptation is driven primarily by common beneficial mutations with large effects, while other mutations behave as if they are effectively neutral. As a consequence, if a module can be improved only by rare and/or weak beneficial mutations, its adaptive evolution would stall. However, such evolutionary stalling has not been empirically demonstrated, and it is unclear to what extent stalling may limit the power of natural selection to improve modules. Here, we empirically characterize how natural selection improves the translation machinery (TM), an essential cellular module. We experimentally evolved populations of Escherichia coli with genetically perturbed TMs for 1,000 generations. Populations with severe TM defects initially adapted via mutations in the TM, but TM adaptation stalled within about 300 generations. We estimate that the genetic load in our populations incurred by residual TM defects ranges from 0.5 to 19%. Finally, we found evidence that both epistasis and the depletion of the pool of beneficial mutations contributed to evolutionary stalling. Our results suggest that cellular modules may not be fully optimized by natural selection despite the availability of adaptive mutations.","NA"
"507","10.1101/2020.03.15.992164","Genome architecture and transcription data reveal allelic bias during the cell cycle","Lindsly, S. M.; Jia, W.; Chen, H.; Ronquist, S.; Chen, C.; Wen, X.; Li, S. C.; Wicha, M.; Rehemtulla, A.; Muir, L.; Rajapakse, I.","Indika Rajapakse","University of Michigan","2020-04-18",4,"cc_no","new results","genomics","Millions of genetic variants exist between paternal and maternal genomes in human cells, which result in unequal allelic contributions to gene transcription. We sought to understand differences in transcription and genome architecture between the maternal and paternal genomes across the cell cycle. Our approach integrates haplotype-resolved genome-wide data from B-lymphocytes in G1, S, and G2/M, mature and nascent mRNA, genome wide chromosome conformation capture (Hi-C), and protein binding (ChIP-seq). Further, our novel method, HaploHiC, enables phasing of reads of unknown origin. Our data indicate significant allelic bias in cell identity genes, and notably absent bias in universally essential cell cycle and circadian rhythm genes. We offer a model in which coordinated biallelic expression reflects prioritized preservation of essential gene sets.

HighlightsO_LIStructural and functional differences between the maternal and paternal genomes, including similar allelic bias in related subsets of genes.
C_LIO_LICoupling between the dynamics of gene expression and genome architecture for specific alleles illuminates an allele-specific 4D Nucleome.
C_LIO_LIIntroduction of a novel allele-specific phasing algorithm for genome architecture and a quantitative framework for integration of gene expression and genome architecture.
C_LI","NA"
"508","10.1101/2020.04.14.032557","Ancestry-Specific Predisposing Germline Variants in Cancer","Oak, N.; Cherniak, A. D.; Mashl, R. J.; TCGA Analysis Network,  ; Hirsch, F. R.; Ding, L.; Beroukhim, R.; Gumus, Z.; Plon, S. E.; Huang, K.-l.","Kuan-lin Huang","Icahn School of Medicine at Mount Sinai","2020-04-18",2,"cc_by_nc","new results","genomics","BackgroundCancer risk differs across ancestries and these differences may result from differing prevalence of inherited genetic predisposition. Yet, most germline genomic studies performed to date have focused on individuals of European ancestry. Ancestry-specific analyses of germline genomes are required to inform cancer genetic risk and prognosis for each ancestral group. Here, we investigate potentially germline pathogenic variants in cancer predisposition genes (CPG) and their somatic effects in patients across diverse ancestral backgrounds.

MethodsWe performed a retrospective analysis of germline genomic data of 9,899 patients from 33 cancer types generated by The Cancer Genome Atlas (TCGA) project along with matching somatic genomic and transcriptomic data. By collapsing pathogenic and likely pathogenic variants to the gene level, we analyzed the association between variants in CPGs and cancer types within each ancestry. We also identified ancestry- specific predisposing variants and their associated somatic two-hit events and gene expression levels.

ResultsRecent genetic ancestry analysis classified the cohort of 9,899 cancer cases into individuals of primarily European, (N = 8,184, 82.7%), African (N = 966, 9.8%), East Asian (N = 649, 6.6%), South Asian (N=48, 0.5%), Native/Latin American (N=41, 0.4%), and admixed (N=11, 0.1%) ancestries. In the African ancestry, we discovered a potentially novel association of BRCA2 in lung squamous cell carcinoma (OR = 41.4 [95% CI, 6.1-275.6]; FDR = 0.002) along with the previously identified association of BRCA2 in ovarian serous cystadenocarcinoma (OR=8.5 [95% CI, 1.5-47.4]; FDR=0.045). Similarly, in the East Asian ancestry, we discovered one previously known association of BRIP1 in stomach adenocarcinoma (OR=12.8 [95% CI, 1.8-90.84]; FDR=0.038). Rare variant burden analysis further identified 7 suggestive associations for cancer-gene pairs in African ancestry individuals previously well described in European ancestry including SDHB in pheochromocytoma and paraganglioma, ATM in prostate adenocarcinoma, VHL in kidney renal clear cell carcinoma, FH in kidney renal papillary cell carcinoma, and PTEN in uterine corpus endometrial carcinoma. Loss of heterozygosity was identified for 7 out of the 15 African ancestry carriers of predisposing variants. Further, tumors from the SDHB or BRCA2 carriers showed simultaneous allelic specific expression and low gene expression of their respective affected genes; and FH splice-site variant carriers showed mis-splicing of FH.

ConclusionWhile several predisposing genes are shared across patients, many pathogenic variants are found to be ancestry-specific and trigger somatic effects. Analysis of larger diverse ancestries genomic cohorts are required to pinpoint ancestry- specific genetic predisposition to inform personalized diagnosis and screening strategies.","NA"
"509","10.1101/2020.04.16.045310","Regional genomic heritability mapping for agronomic traits in sugarcane","Vidigal, P. M. P.; Momen, M.; Costa, P. M. A.; Barbosa, M. H. P.; Morota, G.; Peternelli, L. A.","Luiz A Peternelli","Universidade Federal de Vicosa.","2020-04-18",2,"cc_no","new results","genomics","BackgroundThe identification of genomic regions involved in agronomic traits is the primary concern for sugarcane breeders. Genome-wide association studies (GWAS) leverage the sequence variations to bridge phenotypes and genotypes. However, their effectiveness is limited in species with high ploidy and large genomes, such as sugarcane. As an alternative, a regional heritability mapping (RHM) method can be used to capture genetic signals that may be missed by GWAS by combining genetic variance from neighboring regions. We used RHM to screen the sugarcane genome aiming to identify regions with higher heritability associated with agronomic traits. We considered percentage of fiber in sugarcane bagasse (FB), apparent percentage of sugarcane sucrose (PC), tonnes of pol per hectare (TPH), and tonnes of stalks per hectare (TSH).

MethodsSequence-capture data of 508 sugarcane (Saccharum spp.) clones from a breeding population under selection were processed for variant calling analysis using the sugarcane genome cultivar R570 as a reference. A set of 375,195 single nucleotide polymorphisms were selected after quality control. RHM was conducted by splitting the sugarcane genome into windows of 2 Mb length.

ResultsWe selected the windows explaining > 20% of the total genomic heritability for TPH (64 windows - 5,654 genes) and TSH (72 windows - 6,050 genes), and > 15% for PC (16 windows - 1,517 genes) and FB (17 windows - 1,615 genes). The top five windows that explained the highest genomic heritability ranged from 20.8 to 24.6% for FB (629 genes), 18.0 to 22.0% for PC (452 genes), 53.8 to 66.0% for TPH (705 genes), and 59.5 to 67.4% for TSH (413 genes). The functional annotation of genes included in those top five windows revealed a set of genes that encode enzymes that integrate carbon metabolism, starch and sucrose metabolism, and phenylpropanoid biosynthesis pathways.

ConclusionsThe selection of windows that explained the large proportions of genomic heritability allowed us to identify genomic regions containing a set of genes that are related to the agronomic traits in sugarcane. These windows spanned a region of 58.38Mb, which corresponds to 14.28% of the reference assembly in the sugarcane genome. We contend that RHM can be used as an alternative method for sugarcane breeders to reduce the complexity of the sugarcane genome.","NA"
"510","10.1101/2020.04.16.043976","Relative adrenal insufficiency is a risk factor and an endotype of sepsis - A proof of concept study to support a precision medicine approach for glucocorticoid sepsis therapy","Wu, C.-H.; Guo, L.; Wang, Q.; Ye, X.; Mineo, C.; Shaul, P. W.; Li, X.-A.","Xiang-An Li","University of Kentucky","2020-04-18",2,"cc_no","confirmatory results","immunology","Rational25-60% of septic patients experience relative adrenal insufficiency (RAI) and glucocorticoid (GC) is frequently used in septic patients. However, the efficacy of GC therapy and whether the GC therapy should be based on the status of RAI are highly controversial. Critical barriers include technical limitations in properly identifying RAI in septic patients and a lack of RAI animal model.

ObjectivesWe established a new RAI animal model to test our hypothesis that precision medicine approach should be used for GC sepsis therapy - only applying GC to a subgroup of septic mice with RAI.

MethodsWe generated SF1CreSR-BIfl/fl conditional knockout mice. The mice exhibited specific depletion of SR-BI expression in adrenal gland, resulting in a lack of production of inducible GC in response to ACTH stimulation or sepsis, but the mice had normal basal GC levels. Mice were treated with cecal ligation and puncture to develop sepsis. Mice were also supplemented with or without GC to study the effect of GC in sepsis therapy. Plasma and organs were collected for biochemical assays. BODIPY  FL-conjugated Escherichia coli was used for phagocytosis assay. Macrophages were used to study effects of GC on inflammatory responses.

Measurements and Main ResultsUsing SF1CreSR-BIfl/fl mice as a RAI model, we found that mice with RAI were susceptible to CLP-induced sepsis compared to controls (6.7% survival in SF1CreSR-BIfl/fl mice versus 86.4% in SR-BIfl/fl mice; p=0.0001). Supplementation of hydrocortisone significantly improved survival in CLP-treated SF1CreSR-BIfl/fl mice. Surprisingly, wild type mice receiving GC treatment exhibited significantly less survival compared to wild type mice without GC treatment. We further found that, in contrast to wild type mice which displayed a well-controlled systemic inflammatory response, the mice with RAI featured a persisted systemic response as shown by high levels of plasma inflammatory cytokines/chemokines 20 hours post CLP, and supplementation of GC kept the inflammatory response under control. In vitro analysis revealed that stress level of GC is required to suppress inflammatory response through modulating MAPK signaling in macrophages.

ConclusionsWe demonstrate that RAI is a risk factor and an endotype for sepsis, and GC treatment benefits mice with RAI but harms mice without RAI. We further demonstrate that inducible GC functions to keep the systemic inflammatory response under control through modulating MAPK signaling, but mice with RAI lose such protection and supplementation of GC regains the protection. Our study provides a proof of concept to support the use of a precision medicine approach for sepsis therapy - selectively applying GC therapy for a subgroup of patients with RAI.","NA"
"511","10.1101/2020.04.18.048074","Functionally distinct resident macrophage subsets differentially shape responses to infection in the bladder","Lacerda Mariano, L.; Rousseau, M.; Varet, H.; Legendre, R.; Gentek, R.; Saenz Coronilla, J.; Bajenoff, M.; Gomez-Perdiguero, E.; Ingersoll, M. A.","Molly A Ingersoll","Institut Pasteur","2020-04-18",1,"cc_no","new results","immunology","Resident macrophages are abundant in the bladder, playing key roles in immunity to uropathogens. Yet, whether they are heterogeneous, where they come from, and how they respond to infection remain largely unknown. We identified two macrophage subsets in mouse bladders, MacM in the muscle and MacL in the lamina propria, with distinct protein expression and transcriptomes. Using a urinary tract infection model, we validated our transcriptomic analyses, finding that MacM macrophages phagocytosed more bacteria and polarized to a more anti-inflammatory profile, whereas the MacL subset died rapidly during infection. During resolution, monocyte-derived cells contributed to tissue-resident macrophage pools and both subsets acquired transcriptional profiles distinct from naive macrophages. Depletion of these altered macrophages resulted in the induction of a type 1 biased immune response to a second urinary tract infection, improving bacterial clearance. Our study uncovers the biology of resident macrophages and their response to an exceedingly common infection in a largely overlooked organ, the bladder.","NA"
"512","10.1101/2020.04.17.047480","Coronavirus Infection and PARP Expression Dysregulate the NAD Metabolome: A Potentially Actionable Component of Innate Immunity","Heer, C. D.; Sanderson, D. J.; Alhammad, Y. M. O.; Schmidt, M. S.; Trammell, S. A. J.; Perlman, S.; Cohen, M. S.; Fehr, A. R.; Brenner, C.","Charles Brenner","University of Iowa","2020-04-18",2,"cc_by_nd","new results","microbiology","Over the past several decades, multiple coronaviruses (CoVs) have emerged as highly infectious, lethal viruses in humans, most notably in the pandemic outbreak of COVID-19, the disease caused by SARS-CoV-2. To date, there are no known therapeutic or preventative agents to target CoVs. Though age and comorbidities severely increase case fatality rates, the host factors that influence resistance or susceptibility to infection with highly pathogenic human CoVs are unknown. Innate immune responses to CoVs are initiated by recognition of double-stranded (ds) RNA and induction of interferon, which turns on a gene expression program that inhibits viral replication. Here we show that COVID-19 patient samples of SARS-CoV-2 conserve the invariant sequence of the CoV macrodomain, an ADP-ribosylhydrolase domain previously shown to counteract innate immunity to both mouse hepatitis virus (MHV), a model CoV, and SARS-CoV. RNA sequence analysis of cell lines, infected ferrets, and a deceased patients lung shows that a set of poly(ADP-ribose) polymerase (PARP) family members are induced by SARS-CoV-2 infection; these PARPs include enzymes required for the innate immune response to MHV. Further, we show that MHV infection induces an attack on host cell nicotinamide adenine dinucleotide (NAD+) and nicotinamide adenine dinucleotide phosphate (NADP+). The data indicate that overexpression of a virally induced PARP, PARP10, is sufficient to depress host cell NAD metabolism and that NAD+ boosting strategies differ in their efficacy to restore PARP10 function. The data suggest that boosting cytoplasmic but not nuclear NAD+ may restore antiviral PARP functions to support innate immunity to CoVs and other viruses susceptible to PARP-mediated antiviral activity.","NA"
"513","10.1101/2020.04.17.047159","Conditional Pten knockout in parvalbumin- or somatostatin-positive neurons sufficiently leads to autism-related behavioral phenotypes","Shin, S.; Huang, S.","Shiyong Huang","Hussman Institute for Autism","2020-04-18",2,"cc_no","new results","neuroscience","Disrupted interneurons have been extensively described in brain tissues from individuals with autism spectrum disorder (ASD) and animal models for ASD. However, the contribution of aberrant interneurons to autism-related behavioral phenotypes is not well understood. We examined ASD-related behaviors in mice with conditional Pten knockout in parvalbumin (PV)-expressing and somatostatin (Sst)-expressing neurons, two prominent subtypes of inhibitory neurons. We found that mice with deletion of Pten in either PV-neurons or Sst-neurons displayed social deficits, repetitive behaviors and impaired motor coordination/learning. In addition, mice with one copy of Pten deletion in PV-neurons exhibited hyperlocomotion in novel open fields. We also examined anxiety behaviors and found that mice with Pten deletion in Sst-neurons displayed anxiety-like behaviors, while mice with Pten deletion in PV-neurons exhibited anxiolytic-like behaviors. These behavioral assessments demonstrate that Pten knockout in the subtype of inhibitory neurons sufficiently gives rise to ASD-core behaviors, providing evidence that both PV- and Sst-neurons may play a critical role in ASD symptoms.","NA"
"514","10.1101/2019.12.26.889030","Opponent regulation of action performance and timing by striatonigral and striatopallidal pathways","Bakhurin, K. I.; Li, X.; Friedman, A. D.; Lusk, N. A.; Watson, G. D.; Kim, N.; Yin, H. H.","Henry H Yin","Duke University","2020-04-18",4,"cc_no","new results","neuroscience","The basal ganglia have been implicated in action selection and timing, but the relative contributions of the striatonigral (direct) and striatopallidal (indirect) pathways to these functions remain unclear. We investigated the effects of optogenetic stimulation of D1+ (direct) and A2A+ (indirect) neurons in the ventrolateral striatum in head-fixed mice on a fixed time reinforcement schedule. Direct pathway stimulation initiates licking, whereas indirect pathway stimulation suppresses licking and results in rebound licking after stimulation. Moreover, direct and indirect pathways also play distinct roles in timing. Direct pathway stimulation produced a resetting of the internal timing process, whereas indirect pathway stimulation transiently paused timing, and proportionally delayed the next bout of licking. Our results provide evidence for the continuous and opposing contributions of the direct and indirect pathways in the production and timing of reward-guided behavior.","NA"
"515","10.1101/2020.04.16.044941","Functional MRI of large scale activity in behaving mice","Fonseca, M. S.; Bergomi, M. G.; Mainen, Z. F.; Shemesh, N.","Madalena S. Fonseca","Champalimaud Centre for the Unknown","2020-04-18",2,"cc_by_nc_nd","new results","neuroscience","Behaviour involves complex dynamic interactions across many brain regions. Detecting whole-brain activity in mice performing sophisticated behavioural tasks could facilitate insights into distributed processing underlying behaviour, guide local targeting, and help bridge the disparate spatial scales between rodent and human studies. Here, we present a comprehensive approach for recording brain-wide activity with functional magnetic resonance imaging (fMRI) compatible with a wide range of behavioural paradigms and neuroscience questions. We introduce hardware and procedural advances to allow multi-sensory, multi-action behavioural paradigms in the scanner. We identify signal artifacts arising from task-related body movements and propose novel strategies to suppress them. We validate and explore our approach in a 4-odour classical conditioning and a visually-guided operant task, illustrating how it can be used to extract information insofar intangible to rodent behaviour studies. Our work paves the way for future studies combining fMRI and local circuit techniques during complex behaviour to tackle multi-scale behavioural neuroscience questions.","NA"
"516","10.1101/2020.04.17.047597","Inhibition of Striatal-Enriched Protein Tyrosine Phosphatase (STEP) Activity Reverses Behavioral Deficits in a Rodent Model of Autism.","Chatterjee, M.; Singh, P.; Xu, J.; Lombroso, P.; Kurup, P.","Manavi Chatterjee","Yale","2020-04-18",2,"cc_no","new results","neuroscience","Autism spectrum disorders (ASDs) are highly prevalent childhood illnesses characterized by impairments in communication, social behavior, and repetitive behaviors. Studies have found aberrant synaptic plasticity and neuronal connectivity during the early stages of brain development and have suggested that these contribute to an increased risk for ASD. STEP is a protein tyrosine phosphatase that regulates synaptic plasticity and is implicated in several cognitive disorders. Here we test the hypothesis that STEP may contribute to some of the aberrant behaviors present in the VPA-induced mouse model of ASD. In utero VPA exposure of pregnant dams results in autistic-like behavior in the pups, which is associated with a significant increase in the STEP expression in the prefrontal cortex. The elevated STEP protein levels are correlated with increased dephosphorylation of STEP substrates GluN2B, Pyk2 and ERK, suggesting upregulated STEP activity. Moreover, pharmacological inhibition of STEP rescues the sociability, repetitive and abnormal anxiety phenotypes commonly associated with ASD. These data suggest that STEP may play a role in the VPA model of ASD and STEP inhibition may have a potential therapeutic benefit in this model.

HighlightsO_LIIn utero Valproic acid administration to pregnant mice leads to increased STEP-61 protein expression in the pups.
C_LIO_LIElevated STEP-61 activity leads to dephosphorylation of GluN2B, Pyk2 and ERK1/2 and might play a role in autistic phenotype observed in VPA exposed pups.
C_LIO_LISTEP inhibitor, TC-2153 rescued the autistic like behavioral phenotypes in the VPA exposed pups.
C_LI","NA"
"517","10.1101/834366","Altered functional connectivity during speech perception in congenital amusia","Jasmin, K.; Dick, F.; Stewart, L.; Tierney, A. T.","Kyle Jasmin","Birkbeck University of London","2020-04-18",3,"cc_no","new results","neuroscience","Individuals with congenital amusia have a lifelong history of unreliable pitch processing. Accordingly, they downweight pitch cues during speech perception (even large, obvious ones) and instead rely on other dimensions such as duration. We investigated the neural basis for this strategy. During fMRI, individuals with amusia and controls (N=30) matched auditory and visual sentences using pitch and duration cues. A data-driven analysis procedure detected prominent reductions in functional connectivity in the amusia group, between left prefrontal language-related regions (inferior and middle frontal gyrus/DLPFC) and right hemisphere pitch-related regions (auditory and anterior insular cortex). Functional connectivity levels were correlated with prosodic cue weights measured outside the scanner. Furthermore, group differences in functional connectivity between these regions was not present during a control task (passive listening to tones). Our results suggest that individuals compensate for differences in the reliability of perceptual dimensions by regulating functional connectivity between task-relevant frontal and perceptual regions.","NA"
"518","10.1101/2020.04.18.047951","Significant expression of FURIN and ACE2 on oral epithelial cells may facilitate the efficiency of 2019-nCov entry","Mei, Z.; Bingpeng, L.; Hongbin, G.; Xinhong, W.; Kaibin, W.; Mingxiao, L.; Chang, L.; Jianming, C.; Learn-han, L.; Cuiling, Q.; Linhu, G.; Lijing, W.","Wang Lijing","Guangdong Pharmaceutical University","2020-04-18",1,"cc_by_nc","new results","pathology","Background: Leading to a sustained epidemic spread with >200,000 confirmed human infections, including >100,000 deaths, COVID-19 was caused by SARS-CoV-2 and resulted in acute respiratory distress syndrome (ARDS) and sepsis, which brought more challenges to the patient's treatment. The S-glycoprotein, which recognized as the key factor for the entry of SARS-CoV-2 into the cell, contains two functional domains: an ACE2 receptor binding domain and a second domain necessary for fusion of the coronavirus and cell membranes. FURIN activity, exposes the binding and fusion domains, is essential for the zoonotic transmission of SARS-CoV-2. Moreover, it has been reported that ACE2 is likely to be the receptor for SARS-CoV-2. In addition, FURIN enzyme and ACE2 receptor were expressed in airway epithelia, cardiac tissue, and enteric canals, which considered as the potential target organ of the virus. However, report about the expression of FURIN and ACE2 in oral tissues was limited. Methods: In order to investigate the potential infective channel of new coronavirus in oral cavity, we analyze the expression of ACE2 and FURIN that mediate the new coronavirus entry into host cells in oral mucosa using the public single-cell sequence datasets. Furthermore, immunohistochemical staining experiment was performed to confirm the expression of ACE2 and FURIN in the protein level. Results: The bioinformatics results indicated the differential expression of ACE2 and FURIN on epithelial cells of different oral mucosal tissues and the proportion of FURIN-positive cells was obviously higher than that of ACE2-positive cells. IHC experiments revealed that both the ACE2-positive and FURIN-positive cells in the target tissues were mainly positioned in the epithelial layers, partly expressed in fibroblasts, which further confirm the bioinformatics results. Conclusions: Based on these findings, we speculated that SARS-CoV-2 could effectively invade oral mucosal cells though two possible routes: binding to the ACE2 receptor and fusion with cell membrane activated by FURIN protease. Our results indicated that oral mucosa tissues are susceptible to SARS-CoV-2, which provides valuable information for virus-prevention strategy in clinical care as well as daily life.","NA"
"519","10.1101/2020.04.18.048017","Aligned and Conductive 3D Collagen Scaffolds for Skeletal Muscle Tissue Engineering","Basurto, I. M.; Mora, M. T.; Gardner, G. M.; Christ, G. J.; Caliari, S. R.","Steven R Caliari","University of Virginia","2020-04-18",1,"cc_by","new results","bioengineering","Skeletal muscle is characterized by its three-dimensional (3D) anisotropic architecture composed of highly aligned, organized, and electrically excitable muscle fibers that enable normal locomotion. Biomaterial-based tissue engineering approaches to repair skeletal muscle injuries are limited due to difficulties in combining 3D structural alignment (to guide cell/matrix organization) and electrical conductivity (to enable electrically excitable myotube assembly and maturation). In this work we successfully produced aligned and electrically conductive 3D collagen scaffolds using a freeze-drying approach. Conductive polypyrrole (PPy) microparticles were synthesized and directly mixed into a suspension of type I collagen and chondroitin sulfate followed by directional lyophilization. Scanning electron microscopy (SEM), energy-dispersive spectroscopy (EDS), and confocal microscopy analyses showed that directional solidification resulted in scaffolds with longitudinally aligned macropores (transverse plane: 155 {+/-} 27 {micro}m, longitudinal plane: 218 {+/-} 49 {micro}m) with homogeneously-distributed PPy content. Chronopotentiometry verified that PPy incorporation resulted in a five-fold increase in conductivity when compared to non-PPy containing collagen scaffolds without detrimentally affecting C2C12 mouse myoblast metabolic activity. Furthermore, the aligned scaffold microstructure provided contact guidance cues that directed myoblast growth and organization. Incorporation of PPy also promoted enhanced myotube formation and maturation as measured by myosin heavy chain (MHC) expression and number of nuclei per myotube. Together these data suggest that aligned and conductive 3D collagen scaffolds could be useful for skeletal muscle tissue engineering.","NA"
